센터인지,프로그램인지,휴학이유,어려운점1,어려운점2,어려운점3,도움1,도움2,도움3,진로계획,필요성,불필요이유,참여의사,불참이유,도움대상1,도움대상2,도움대상3,선호시간,희망1,희망2,희망3,상담회수,구분,학과,연령,학년,성별
2,2,2,1,3,4,4,2,3,5,3,9999,3,9999,4,3,5,1,2,8,1,2,2,한국어문학과,23,4,2
1,2,1,4,2,1,2,1,4,5,2,9999,5,3,1,5,3,3,1,5,3,2,1,사회복지학과,21,1,1
1,2,1,3,1,5,3,1,4,8,1,9999,1,9999,4,5,7,3,7,2,8,4,1,사회복지학과,22,2,1
2,2,1,4,2,3,3,4,1,8,3,9999,3,9999,1,2,3,2,1,2,8,2,1,사회복지학과,22,2,1
1,2,1,1,5,4,3,2,1,1,2,9999,2,9999,4,3,6,2,8,1,5,2,1,사회복지학과,23,2,1
1,2,1,1,3,5,3,4,1,1,2,9999,4,4,3,4,5,2,1,8,2,3,1,사회복지학과,22,2,1
1,2,1,3,5,2,3,4,5,1,2,9999,2,9999,7,3,4,1,2,5,4,3,1,사회복지학과,22,2,1
2,2,8,2,4,1,4,2,1,1,3,9999,3,9999,1,3,6,4,6,1,3,2,3,사회복지학과,22,3,1
2,2,1,1,4,5,2,3,1,1,3,9999,3,9999,1,3,2,2,1,8,3,2,1,사회복지학과,23,3,1
2,2,1,2,1,3,4,3,5,1,2,9999,3,9999,3,2,4,3,4,1,6,3,1,사회복지학과,23,3,1
2,2,1,3,2,4,3,4,2,1,2,9999,3,9999,2,4,6,1,3,8,2,2,1,사회복지학과,22,3,1
2,2,1,2,3,4,1,3,4,1,3,9999,3,9999,3,4,2,2,1,8,2,2,1,사회복지학과,22,3,1
2,2,1,5,1,6,4,3,2,8,3,9999,4,5,5,3,7,1,3,5,8,2,1,사회복지학과,22,3,1
2,2,8,1,5,2,1,2,5,1,4,3,3,9999,6,4,5,1,3,1,8,4,3,사회복지학과,21,3,2
2,2,8,4,1,2,2,4,1,9,3,9999,3,9999,1,2,3,3,5,7,4,1,2,사회복지학과,22,3,1
1,1,1,1,2,3,1,3,2,1,3,9999,3,9999,5,6,1,2,1,2,5,2,1,사회복지학과,22,3,1
2,2,1,5,1,3,4,1,3,1,1,9999,2,9999,3,1,2,3,3,4,1,3,2,사회복지학과,27,3,1
2,2,8,2,4,1,3,1,2,1,2,9999,3,9999,6,4,5,1,2,4,8,2,3,사회복지학과,20,3,2
2,2,1,3,5,4,3,4,5,1,3,9999,3,9999,3,4,5,2,1,2,3,2,1,사회복지학과,23,3,1
2,2,1,1,3,4,1,3,2,4,2,9999,3,9999,3,6,5,1,1,2,5,2,1,사회복지학과,24,3,1
2,2,1,3,5,1,3,1,5,1,2,3,9999,3,9999,4,3,6,2,1,5,4,3,사회복지학과,22,3,1
1,2,3,1,3,2,1,2,3,1,4,3,4,5,1,2,3,1,6,5,4,2,2,멀티미디어학과,23,3,1
1,1,1,4,1,5,4,3,1,8,2,9999,2,9999,2,3,4,3,1,3,6,3,1,멀티미디어학과,23,3,1
1,2,1,5,4,1,3,2,1,1,3,9999,3,9999,5,3,4,1,3,2,1,2,1,멀티미디어학과,23,3,1
1,1,6,1,5,4,2,1,4,1,3,9999,3,9999,3,5,4,1,5,8,7,3,2,멀티미디어학과,23,3,1
2,2,1,1,2,5,4,2,3,1,3,9999,3,9999,4,5,6,1,3,8,1,3,1,멀티미디어학과,23,3,1
2,2,1,1,4,3,4,2,3,1,2,9999,3,9999,3,1,2,2,3,2,6,2,1,멀티미디어학과,23,3,1
2,2,6,1,5,4,3,4,1,1,2,9999,3,9999,3,5,4,2,1,8,4,2,2,멀티미디어학과,23,4,2
2,2,1,1,3,4,4,3,2,1,3,9999,3,9999,1,2,3,2,3,2,1,2,1,멀티미디어학과,21,2,1
2,2,1,4,1,2,3,4,1,1,3,9999,3,9999,3,1,2,2,1,8,2,2,1,멀티미디어학과,22,2,1
1,2,1,3,1,2,4,3,1,1,2,9999,3,9999,5,3,1,1,8,1,5,3,1,멀티미디어학과,23,2,1
2,2,1,3,1,5,3,1,4,7,1,9999,3,9999,5,3,6,2,1,2,3,3,1,멀티미디어학과,23,2,1
1,2,1,3,9999,9999,3,9999,9999,1,5,1,2,2,3,4,5,1,1,3,5,2,1,멀티미디어학과,23,2,1
2,2,1,3,1,9999,4,3,9999,5,3,9999,3,9999,1,3,4,2,2,3,1,3,1,멀티미디어학과,23,2,1
2,2,1,3,1,4,3,4,2,7,2,9999,2,9999,3,2,1,2,1,4,8,3,1,멀티미디어학과,21,2,1
2,2,1,1,4,2,2,3,4,7,2,9999,3,9999,5,3,4,3,5,1,3,2,1,멀티미디어학과,21,2,1
2,2,1,1,4,2,3,2,1,1,3,9999,3,9999,3,2,4,2,1,6,2,3,1,멀티미디어학과,22,2,1
2,2,8,5,1,3,4,3,2,9,3,9999,3,9999,3,5,4,3,1,2,3,1,2,멀티미디어학과,20,2,2
2,2,1,3,4,1,3,4,2,1,3,9999,3,9999,2,3,6,2,1,2,3,2,1,융합보안학과,21,2,1
2,2,1,1,2,3,1,2,3,8,1,9999,3,9999,1,2,3,2,1,2,3,3,1,융합보안학과,25,3,1
1,2,1,3,1,5,1,3,4,4,2,9999,3,9999,1,2,6,2,1,6,7,3,1,융합보안학과,23,2,1
2,2,1,1,9999,9999,3,4,2,1,2,9999,2,9999,3,1,7,3,7,1,8,2,1,융합보안학과,22,3,1
2,2,1,4,3,2,3,1,4,1,3,9999,4,5,3,1,2,1,4,2,1,1,1,융합보안학과,23,2,1
2,2,1,1,3,4,1,3,4,2,4,3,3,9999,3,4,5,2,1,2,4,2,1,융합보안학과,23,3,1
2,2,1,3,1,6,3,6,9999,9,5,3,5,3,3,2,1,2,6,5,1,1,1,융합보안학과,23,3,1
2,2,1,3,1,4,3,1,2,7,2,9999,3,9999,1,6,3,1,2,1,6,2,1,융합보안학과,22,3,1
1,2,7,1,5,3,3,4,2,1,3,9999,3,9999,1,2,3,3,4,6,5,3,2,융합보안학과,22,3,1
2,2,1,1,3,5,3,4,5,1,3,9999,3,9999,5,1,2,2,1,2,3,1,1,융합보안학과,22,3,1
2,2,1,3,1,5,3,4,1,1,3,9999,3,9999,1,2,3,2,2,1,3,2,1,융합보안학과,22,2,1
2,2,1,2,1,4,3,4,2,1,3,9999,3,9999,1,2,3,4,4,9999,9999,2,1,항공서비스학과,21,2,1
2,2,1,3,2,3,4,2,1,2,9999,9999,3,9999,1,2,3,2,1,2,3,1,1,항공서비스학과,22,2,1
2,2,1,2,3,4,2,3,4,1,4,1,3,9999,1,2,3,2,1,2,3,1,1,항공서비스학과,22,2,1
2,2,1,2,4,1,3,1,4,1,3,9999,3,9999,3,2,1,2,1,2,3,2,1,항공서비스학과,22,2,1
2,2,1,3,1,5,1,3,4,1,3,9999,3,9999,4,1,6,4,1,6,4,2,1,항공서비스학과,22,2,1
2,2,1,2,1,4,5,3,2,1,2,9999,2,9999,1,4,5,2,5,4,6,2,1,항공서비스학과,23,3,1
2,2,1,3,4,1,3,4,2,1,1,9999,1,9999,3,2,4,2,1,6,3,4,1,항공서비스학과,22,3,1
2,2,1,2,3,4,1,3,4,1,2,9999,3,9999,2,1,3,3,3,8,4,2,1,항공서비스학과,23,3,1
1,1,1,3,4,1,2,3,5,1,3,9999,3,9999,2,1,3,1,6,1,2,2,1,항공서비스학과,23,3,1
2,2,1,5,1,3,3,1,9999,1,3,9999,3,9999,7,4,9999,3,4,2,3,4,1,항공서비스학과,23,3,1
1,2,1,1,3,5,3,1,4,1,3,9999,3,9999,4,5,6,1,1,3,2,2,1,임상건강운동학과,23,3,1
2,2,1,1,2,4,5,1,2,5,3,9999,3,9999,1,2,3,2,1,2,3,1,1,임상건강운동학과,23,3,1
2,2,8,1,3,5,1,3,5,1,2,9999,4,1,2,6,3,5,5,8,6,3,3,임상건강운동학과,20,3,1
2,2,1,1,3,4,1,2,4,1,4,3,3,9999,1,3,2,3,1,8,3,2,1,임상건강운동학과,24,3,1
1,1,1,1,3,4,3,1,2,1,2,9999,3,9999,1,4,2,1,1,8,5,5,1,임상건강운동학과,22,3,1
1,2,1,1,3,2,1,2,3,1,2,9999,3,9999,3,4,5,1,1,4,8,2,1,임상건강운동학과,20,2,1
2,2,1,5,1,3,1,3,4,8,2,9999,2,9999,3,4,5,1,2,3,5,2,1,임상건강운동학과,22,2,1
1,2,1,1,3,5,1,2,3,1,2,9999,3,9999,2,4,6,2,2,5,8,3,1,임상건강운동학과,23,2,1
2,2,6,1,2,3,3,5,2,2,2,9999,2,9999,3,4,2,1,2,1,4,2,2,임상건강운동학과,27,3,1
1,1,1,2,3,5,3,4,1,7,3,9999,3,9999,1,2,3,4,5,2,4,2,1,임상건강운동학과,21,2,1
2,2,1,6,9999,9999,1,3,4,3,4,2,4,1,3,5,4,2,1,5,2,2,1,임상건강운동학과,23,3,1
2,2,1,4,5,1,3,5,2,1,1,9999,1,9999,1,2,3,1,1,2,3,1,1,임상건강운동학과,21,2,1
2,2,1,3,1,5,3,1,4,1,3,9999,3,9999,4,5,6,4,1,2,8,3,1,임상건강운동학과,21,1,1
2,2,1,1,3,4,3,4,1,1,2,9999,3,9999,2,1,3,1,1,3,6,2,1,임상건강운동학과,21,2,1
2,2,1,3,1,4,3,4,1,1,3,9999,3,9999,1,2,3,1,1,2,3,1,1,임상건강운동학과,21,2,1
1,2,1,3,1,4,3,4,2,7,3,9999,3,9999,5,4,6,2,2,1,4,2,1,임상건강운동학과,22,2,1
2,2,1,3,4,1,2,1,9999,7,2,9999,2,9999,4,7,3,2,1,6,9999,2,1,임상건강운동학과,21,2,1
1,2,1,1,5,3,1,3,4,1,3,9999,3,9999,3,1,4,1,1,2,5,3,1,임상건강운동학과,23,2,1
2,2,8,3,5,1,3,4,9999,1,4,3,4,6,1,4,3,1,2,5,8,3,1,임상건강운동학과,23,2,1
2,2,8,4,2,3,3,4,1,6,2,9999,2,9999,3,4,5,1,1,2,8,2,3,실용음악과,36,3,1
2,2,8,1,3,4,1,3,4,1,1,9999,3,9999,1,2,9999,1,1,2,8,2,3,실용음악과,22,3,2
2,2,8,3,4,1,1,3,6,9,1,9999,4,3,1,3,2,1,1,8,9,2,2,실용음악과,22,4,1
1,2,1,2,5,4,4,3,2,9,5,5,5,2,1,3,2,2,6,4,5,1,1,실용음악과,23,4,1
2,2,8,2,1,4,4,1,5,1,3,9999,3,9999,3,6,2,5,2,8,6,5,2,실용음악과,24,4,1
2,2,1,3,5,1,6,9999,9999,6,5,5,5,5,3,2,1,5,9,9999,9999,5,3,실용음악과,21,3,1
1,2,2,3,5,1,3,1,5,3,2,9999,3,9999,3,1,5,2,8,1,5,2,2,실용음악과,22,3,2
2,2,7,4,1,3,3,1,4,1,2,9999,2,9999,3,4,5,3,3,1,8,2,2,실용음악과,22,3,2
2,2,1,2,4,3,1,2,4,5,1,9999,2,9999,1,3,2,3,1,2,8,4,1,실용음악과,23,2,1
1,2,1,3,1,6,3,1,5,2,3,9999,3,9999,4,5,3,3,3,5,2,2,2,사회교육과,23,3,1
2,2,1,1,2,4,4,3,2,6,3,9999,3,9999,4,6,5,2,3,1,2,2,1,사회교육과,21,2,1
2,2,2,2,1,5,4,3,2,7,3,9999,3,9999,2,1,6,4,4,6,2,2,2,사회교육과,21,2,2
2,2,8,1,4,2,2,5,4,6,3,9999,3,9999,3,2,1,1,4,6,5,2,3,사회교육과,22,3,1
2,2,1,1,5,9999,6,9999,9999,6,5,3,2,1,1,9999,9999,3,4,9999,9999,3,1,사회교육과,24,3,1
2,2,1,1,3,4,4,3,2,6,3,9999,3,9999,1,3,4,2,1,6,8,3,1,사회교육과,23,2,1
1,2,1,1,5,4,1,3,2,6,3,9999,3,9999,1,2,3,2,5,6,8,1,1,사회교육과,22,2,1
2,2,4,3,1,5,4,3,1,2,3,9999,4,6,2,3,4,2,2,3,5,3,3,사회교육과,37,3,1
2,2,1,1,2,4,6,9999,9999,2,3,9999,4,2,8,9999,9999,4,1,2,3,2,1,사회교육과,21,2,1
1,2,1,3,1,4,3,1,4,1,3,9999,3,9999,1,2,7,4,2,5,6,2,1,경영정보학과,22,2,1
1,2,1,3,1,5,3,4,1,1,2,9999,2,9999,1,2,3,1,2,1,3,2,1,경영정보학과,21,2,1
2,2,1,1,2,3,4,3,1,1,2,9999,4,1,1,2,3,2,1,2,3,3,1,경영정보학과,21,2,1
2,2,8,1,3,4,3,4,1,1,3,9999,3,9999,3,4,2,2,1,8,3,2,1,경영정보학과,22,2,1
2,2,1,2,4,1,3,1,4,9,3,9999,4,5,4,6,5,1,1,8,5,2,1,경영정보학과,22,2,1
1,2,1,1,3,4,3,1,4,1,2,9999,4,2,2,1,3,1,1,3,2,2,1,경영정보학과,22,2,1
1,1,1,1,5,3,3,1,5,1,1,9999,5,2,3,5,6,1,2,8,1,2,1,경영정보학과,23,2,1
1,2,1,4,1,2,4,3,1,1,2,9999,3,9999,1,2,3,1,3,8,1,2,1,경영정보학과,24,3,1
1,1,1,1,3,2,3,1,4,1,3,9999,3,9999,2,5,3,1,2,1,3,2,1,경영정보학과,22,2,1
2,2,1,2,1,3,3,2,1,7,2,9999,4,3,2,1,4,4,8,1,5,2,2,경영정보학과,23,2,1
2,2,1,3,1,4,3,4,1,1,3,9999,4,4,3,1,6,1,1,8,2,2,1,식품공학과,22,2,1
2,2,1,5,1,3,4,3,1,1,2,9999,3,9999,1,3,2,1,6,5,1,2,1,식품공학과,21,2,1
2,2,1,4,1,3,3,2,1,1,2,9999,3,9999,4,3,2,4,3,1,2,2,1,식품공학과,22,2,1
2,2,1,1,3,9999,1,2,3,2,2,9999,2,9999,1,2,3,1,1,2,3,2,2,식품공학과,22,3,1
1,2,1,4,3,2,1,3,5,1,2,9999,3,9999,3,4,5,2,1,8,4,2,1,식품공학과,23,3,1
1,2,8,3,1,4,1,3,4,1,3,9999,3,9999,1,2,3,1,8,1,3,2,2,식품공학과,22,4,2
2,2,5,1,3,4,4,3,2,1,2,9999,2,9999,5,4,6,4,1,2,3,2,2,식품공학과,22,3,2
2,2,8,1,3,2,3,4,1,5,4,4,3,9999,3,5,4,2,3,1,5,2,2,식품공학과,21,3,2
1,1,1,3,5,4,3,1,4,1,4,3,4,5,3,4,1,2,8,1,5,2,1,식품공학과,24,3,1
2,2,1,4,3,2,1,2,3,1,3,9999,3,9999,1,2,3,2,1,2,3,2,1,식품공학과,21,2,1
1,2,4,3,4,5,2,3,1,9,2,9999,2,9999,4,5,3,2,3,1,2,3,2,식품공학과,22,3,1
1,2,5,1,3,4,3,4,2,9,3,9999,3,9999,1,2,3,3,6,8,1,2,2,식품공학과,22,3,1
1,2,1,1,2,3,1,4,3,1,2,9999,3,9999,1,2,3,1,3,6,8,2,1,식품공학과,22,2,1
1,2,8,3,1,5,3,4,1,7,3,9999,3,9999,6,4,5,3,8,3,1,2,2,식품공학과,22,4,2
1,2,8,3,1,2,3,4,1,1,3,9999,3,9999,1,2,3,2,1,8,2,1,2,식품영양학과,23,4,2
1,2,2,6,3,4,3,1,2,7,4,4,5,2,5,9999,9999,1,3,2,8,2,2,식품영양학과,23,4,2
2,2,1,1,2,3,3,4,2,1,3,9999,2,9999,5,7,4,3,3,1,8,3,1,식품영양학과,24,2,1
2,2,1,4,3,1,4,3,2,2,3,9999,3,9999,1,2,3,1,6,1,8,2,1,식품영양학과,22,3,1
2,2,4,3,1,4,3,4,2,2,2,9999,3,9999,4,5,1,3,1,2,3,3,3,식품영양학과,23,3,2
1,2,5,1,4,3,3,1,2,2,5,1,5,3,1,3,6,1,1,5,8,3,2,식품영양학과,23,4,2
2,2,2,3,1,5,1,2,3,1,4,4,3,9999,4,5,6,4,1,5,8,2,2,식품영양학과,22,4,2
2,2,6,1,3,4,1,3,4,2,5,3,5,5,8,9999,9999,5,1,5,8,3,2,식품영양학과,23,4,2
1,2,8,1,3,6,6,3,9999,1,5,3,4,3,3,5,8,1,5,1,9,1,2,식품영양학과,22,4,2
2,2,8,3,1,4,3,2,4,1,3,9999,3,9999,3,4,5,1,1,3,8,2,2,식품영양학과,22,4,2
2,2,1,1,3,5,3,1,2,1,2,9999,3,9999,1,3,5,1,6,5,1,3,1,식품영양학과,24,3,1
2,2,1,1,3,4,3,1,2,2,2,9999,3,9999,2,3,1,2,5,3,1,3,2,음악교육과,22,3,2
2,2,8,3,1,4,4,2,3,6,3,9999,3,9999,3,7,4,2,3,5,4,2,3,음악교육과,35,3,2
2,2,1,1,3,4,2,1,3,2,4,3,4,3,1,2,3,2,2,6,5,2,1,지리교육과,21,2,1
1,2,1,1,2,3,4,3,5,6,1,9999,2,9999,2,1,3,1,6,5,2,2,1,지리교육과,22,2,1
2,2,1,2,4,1,5,2,1,6,3,9999,3,9999,2,1,3,1,3,2,4,1,1,지리교육과,22,2,1
2,2,1,3,4,1,3,1,2,2,1,9999,1,9999,4,6,5,2,1,4,3,3,1,지리교육과,21,2,1
1,1,1,4,2,3,4,5,2,6,2,9999,2,9999,1,2,3,3,4,3,5,2,1,지리교육과,22,2,1
2,2,1,5,1,3,4,1,2,2,3,9999,3,9999,1,2,3,2,6,2,8,2,2,지리교육과,22,2,1
1,1,5,3,1,4,2,1,4,2,2,9999,1,2,6,5,4,1,5,4,7,1,2,지리교육과,24,4,1
1,2,1,1,3,4,4,3,2,6,3,9999,3,9999,1,3,4,1,6,5,1,2,1,지리교육과,23,3,1
2,2,4,3,1,4,3,1,2,2,2,9999,2,9999,4,3,6,1,8,2,1,2,2,지리교육과,22,3,2
2,2,4,3,2,4,3,4,5,2,3,9999,3,9999,1,2,4,3,1,5,4,2,3,지리교육과,23,3,1
2,2,4,1,3,5,4,2,3,1,4,3,2,9999,2,1,3,4,3,6,1,2,3,지리교육과,39,3,1
2,2,8,2,4,1,1,4,3,1,5,5,5,5,5,2,3,2,7,3,8,3,2,지리교육과,24,4,1
2,2,1,1,5,2,1,2,3,6,4,3,4,3,1,2,3,3,1,4,5,1,1,교육학과,21,2,1
1,2,5,4,2,1,3,4,2,2,3,9999,3,9999,2,3,1,3,3,1,6,2,2,교육학과,25,4,2
1,2,7,3,1,4,3,1,4,6,2,9999,3,9999,4,3,5,1,2,3,1,2,2,교육학과,23,3,2
2,2,1,1,2,4,2,1,3,6,3,9999,3,9999,2,1,7,4,2,1,3,2,1,교육학과,24,4,1
2,2,1,3,1,4,4,1,3,2,3,9999,3,9999,3,6,7,1,3,1,8,2,1,교육학과,22,2,1
2,2,1,1,2,3,1,3,4,2,3,9999,3,9999,2,3,1,2,6,1,8,2,1,교육학과,22,2,1
2,2,1,2,4,1,3,4,9999,6,2,9999,3,9999,3,4,2,3,1,3,9999,2,1,교육학과,22,2,1
1,2,1,1,4,3,4,2,3,2,1,9999,3,9999,2,3,4,3,3,6,1,2,1,교육학과,21,2,1
2,2,1,1,2,4,2,4,5,6,3,9999,3,9999,1,2,3,2,1,4,6,2,1,교육학과,23,2,1
2,2,1,4,1,3,4,2,3,2,2,9999,3,9999,1,2,3,1,6,1,3,2,1,교육학과,22,1,1
1,2,1,4,3,1,6,4,1,3,1,9999,2,9999,3,2,4,2,1,3,8,2,1,교육학과,22,2,1
2,2,1,3,1,5,3,4,1,2,4,3,4,1,3,1,2,3,8,3,5,2,1,교육학과,21,3,1
1,2,1,1,2,4,2,1,3,1,3,9999,3,9999,1,2,3,2,5,4,1,3,1,패션의류학과,23,2,1
2,2,2,2,4,1,1,3,4,1,3,9999,3,9999,3,4,5,1,1,2,3,2,1,패션의류학과,21,2,1
2,2,1,4,1,3,4,3,2,1,2,9999,3,9999,3,2,1,4,6,1,8,2,1,패션의류학과,21,2,1
1,2,3,1,3,5,4,3,1,1,3,9999,3,9999,2,3,6,2,8,6,3,2,2,회계학과,23,3,2
2,2,1,3,1,5,3,6,9999,1,2,9999,3,9999,4,6,3,2,1,8,9999,2,1,회계학과,24,3,1
2,2,1,1,2,4,3,2,5,1,4,4,9999,4,4,3,2,1,1,3,2,3,1,회계학과,23,3,1
2,2,1,3,1,5,3,4,1,1,4,4,4,1,2,3,1,2,1,2,8,1,1,회계학과,22,2,1
2,2,1,1,3,2,1,4,5,1,2,9999,4,1,2,1,3,1,8,6,4,3,1,회계학과,22,2,1
1,2,1,1,3,5,3,4,1,2,2,9999,3,9999,4,5,6,3,1,6,8,2,1,회계학과,22,2,1
2,2,1,1,2,5,4,3,2,1,5,3,4,5,1,2,3,4,1,2,6,1,1,회계학과,22,2,1
2,2,1,1,3,4,4,3,1,1,1,9999,1,9999,3,1,2,2,3,1,2,3,1,회계학과,21,2,1
2,2,1,1,3,4,2,3,4,1,5,3,5,2,6,4,3,1,1,3,8,1,1,회계학과,21,2,1
1,2,1,1,3,2,1,3,4,1,2,9999,3,9999,4,5,2,2,1,6,8,3,1,회계학과,22,2,1
1,1,1,3,1,4,1,3,4,1,3,9999,3,9999,1,3,4,1,8,3,5,2,1,회계학과,22,2,1
2,2,1,2,3,5,1,3,4,1,2,9999,3,9999,5,4,3,4,8,3,2,2,1,회계학과,21,2,1
2,2,1,3,2,4,3,2,5,2,3,9999,5,2,3,2,4,1,7,5,6,1,1,호텔외식조리학과,21,2,1
1,2,1,1,5,3,4,3,1,1,1,1,9999,3,2,5,2,7,3,5,2,1,1,호텔외식조리학과,23,2,1
2,2,1,2,3,5,1,3,5,5,3,9999,3,9999,1,2,3,1,8,5,3,2,1,호텔외식조리학과,23,2,1
2,2,1,1,3,5,1,3,2,7,3,9999,3,9999,1,3,4,1,4,1,2,2,1,호텔외식조리학과,22,2,1
2,2,1,5,2,4,1,2,3,1,3,9999,4,1,1,3,2,4,1,4,5,2,1,호텔외식조리학과,21,2,1
2,2,1,3,1,4,1,3,5,1,2,9999,3,9999,1,3,4,3,6,8,1,2,1,호텔외식조리학과,21,2,1
2,2,1,3,9999,9999,1,9999,9999,1,5,3,4,5,3,2,6,2,1,8,6,2,1,호텔외식조리학과,23,2,1
2,2,1,3,4,2,3,1,5,5,3,9999,3,9999,5,4,6,4,1,2,5,2,1,호텔외식조리학과,21,2,1
2,2,1,1,3,4,3,4,2,1,3,9999,3,9999,2,1,3,1,6,8,2,2,1,호텔외식조리학과,21,2,1
2,2,8,1,3,6,4,9999,9999,9,3,9999,4,9999,1,2,3,2,1,5,6,2,3,생물교육과,31,3,2
2,2,2,3,1,5,4,3,1,6,3,9999,3,9999,3,1,2,2,5,3,4,3,2,생물교육과,21,3,2
2,2,8,3,1,2,3,5,1,6,3,9999,3,9999,2,4,6,2,8,1,4,2,2,생물교육과,23,3,1
1,2,1,4,1,2,4,1,2,2,2,9999,3,9999,4,5,2,3,8,5,4,3,1,생물교육과,22,2,1
1,2,1,4,1,3,3,4,2,6,3,9999,4,1,3,4,5,2,3,2,6,3,1,생물교육과,23,2,1
2,2,1,3,1,4,3,4,1,6,1,9999,3,9999,2,4,5,3,1,2,8,2,1,생물교육과,21,2,1
2,2,1,1,2,4,1,5,4,6,2,9999,2,9999,1,2,3,1,3,6,4,4,1,생물교육과,22,2,1
2,2,1,1,2,4,1,5,4,6,2,9999,2,9999,1,2,3,1,3,6,5,3,1,생물교육과,22,2,1
