1,2,2-1,3-1,3-2,3-3,3-4,3-5,4,4-1,5-1,5-2,6,7,8,9,10,11,12,13,14-1,14-2,14-3,15,16,17,18,19,20-1,20-2,20-3,21,22,23,24-1,24-2,24-3,25,26-1,26-2,27,학과/전공,성별,연령,학년
1,1,,5,5,5,5,5,1,1,6,,5,5,1,4,5,5,1,1,1,2,3,1,2,3,1,1,1,7,4,3,3,3,7,4,1,4,3,3,,체육교육과,2,21,3
1,1,,4,4,4,4,4,1,,4,,5,4,4,3,5,3,4,1,1,2,11,1,1,3,1,1,1,2,12,1,1,1,1,2,3,1,1,1,,체육교육과,1,23,3
5,2,,3,4,4,4,3,1,1,6,,5,5,3,3,5,8,2,1,1,,,1,3,3,1,1,,,,4,4,1,4,6,7,3,2,2,,체육교육과,2,22,3
1,1,,5,4,3,5,5,1,1,4,,5,6,4,3,5,5,1,2,1,2,8,1,2,4,1,1,17,4,1,2,3,1,5,3,4,2,2,2,취업에 성공한 선배의 멘토링,체육교육과,1,23,3
1,1,,5,5,5,5,5,1,1,3,,5,6,1,1,5,5,4,1,1,2,6,1,1,3,1,1,1,12,17,1,1,1,2,4,1,4,2,2,,체육교육과,2,21,3
1,1,,5,5,5,5,5,1,1,4,,5,5,2,2,5,5,4,2,1,2,5,1,1,2,1,1,1,4,10,3,3,5,2,3,4,1,2,2,공부를 할 수 있는 경제적 지원,체육교육과,1,23,3
1,1,,4,4,4,4,3,1,1,6,,5,5,5,4,5,5,2,1,1,3,2,1,1,2,1,1,7,19,4,3,4,1,5,6,1,4,1,1,,체육교육과,1,20,3
1,2,6,4,5,3,4,4,1,1,4,,5,5,5,3,5,1,7,2,1,3,4,1,2,4,1,1,4,17,8,2,4,1,3,4,5,1,1,1,,체육교육과,2,21,3
3,1,,4,4,4,4,3,3,4,,2,1,6,5,5,5,5,1,2,1,7,11,9,1,3,1,2,10,12,,3,4,2,6,7,1,2,2,2,,체육교육과,2,20,3
4,1,,5,5,5,5,5,1,1,4,,5,1,1,3,1,1,2,1,1,3,4,3,2,3,1,1,1,6,10,2,2,1,5,6,7,3,2,2,,체육교육과,2,20,3
1,1,,4,4,4,5,4,1,1,6,,4,5,4,3,1,5,1,1,1,2,5,1,2,4,1,1,,,,2,2,2,3,1,2,1,1,1,,체육교육과,1,25,4
1,1,,5,3,4,5,4,1,,3,,6,6,3,2,5,5,1,1,1,1,1,1,1,3,1,1,4,19,17,1,1,5,2,1,6,4,1,1,,체육교육과,1,24,4
4,2,5,2,3,4,4,5,2,2,,2,3,5,1,2,4,3,4,1,1,2,3,1,4,4,1,1,1,4,18,1,3,3,1,2,3,1,2,2,,체육교육과,1,24,4
1,1,,1,1,1,1,1,1,1,1,,1,5,3,2,5,5,2,1,1,2,3,1,3,5,1,1,4,13,17,4,5,1,2,4,1,2,1,2,,체육교육과,1,24,4
1,1,,5,5,5,5,5,1,1,1,,5,5,4,4,9,1,1,2,1,2,5,1,1,5,1,1,19,4,3,1,3,1,2,3,7,1,2,2,,체육교육과,1,21,4
1,2,,4,4,4,4,4,1,1,1,,1,4,3,1,4,1,2,1,1,2,7,4,1,3,1,1,19,4,8,2,3,1,1,2,3,4,2,2,,체육교육과,1,21,4
1,2,,5,5,5,5,5,1,1,1,,5,5,3,2,3,2,2,2,1,2,6,1,2,3,1,1,1,19,4,3,3,1,3,6,1,3,2,2,,체육교육과,1,21,4
1,2,,4,4,4,5,4,1,1,3,,6,2,4,1,5,3,1,1,1,2,3,1,1,1,1,3,13,10,4,3,4,1,2,4,3,5,2,2,,체육교육과,1,22,4
1,1,6,5,4,4,5,4,1,1,3,,6,5,1,2,1,5,2,1,1,1,1,4,3,2,1,1,10,13,4,3,3,1,1,3,7,5,2,2,,체육교육과,1,22,4
1,1,,5,5,5,5,5,1,,3,,5,5,3,2,4,5,,1,1,,,1,5,,,,,,3,3,2,3,2,4,5,1,1,1,,체육교육과,1,27,4
5,1,,5,4,4,4,4,1,,3,,5,6,3,2,4,3,2,1,1,2,3,1,2,3,1,1,4,2,1,3,3,1,4,6,3,4,1,1,,체육교육과,1,23,4
1,1,,5,5,5,5,5,1,1,1,,1,5,1,2,5,2,2,1,1,5,4,1,1,3,1,1,19,4,8,3,4,1,2,3,6,4,2,2,,체육교육과,1,24,4
3,3,2,3,3,3,3,3,1,1,1,,5,2,3,2,5,2,1,1,1,2,3,1,3,2,2,1,1,2,3,3,3,2,1,2,3,1,1,1,,체육교육과,1,24,4
1,1,6,5,4,4,5,4,1,1,3,,5,6,2,3,1,5,5,3,1,2,10,1,1,3,1,1,17,8,,3,3,2,1,2,3,2,1,1,,체육교육과,1,23,4
1,1,,5,5,5,5,5,1,1,1,,5,4,1,2,4,4,4,3,1,11,3,1,1,4,1,1,7,12,4,3,2,8,4,2,1,1,2,1,,체육교육과,1,23,4
1,2,1,5,5,5,5,5,1,1,3,3,5,2,4,3,4,1,1,2,1,2,7,1,1,2,1,1,19,4,7,3,4,3,2,3,1,4,1,1,,생물교육,1,23,4
1,2,3,4,4,4,5,2,1,3,4,4,6,3,5,2,3,2,2,2,2,7,11,4,1,3,1,1,12,11,1,1,1,6,1,7,7,1,2,2,,생물교육,1,24,4
1,2,3,5,5,5,5,5,1,1,3,3,5,1,4,4,4,1,1,1,1,11,10,1,2,4,1,1,17,2,18,2,2,6,1,2,6,2,1,1,,생물교육,1,27,4
3,3,3,2,2,4,4,2,2,4,4,4,5,3,4,2,3,2,4,1,11,6,7,1,1,1,1,3,10,12,7,2,2,1,3,4,2,5,1,1,,생물교육,2,22,4
1,2,6,5,4,4,4,4,1,1,3,5,1,5,4,3,4,1,2,1,1,2,3,3,2,3,3,1,10,1,2,3,3,1,4,77,1,2,2,2,,생물교육,2,22,4
1,1,5,5,5,5,5,5,1,1,3,3,5,1,5,3,4,3,1,1,1,3,7,3,1,1,1,1,4,7,19,3,3,4,2,5,6,5,2,2,,생물교육,1,26,4
1,2,5,4,4,4,5,5,3,2,5,5,5,5,4,3,4,3,3,2,1,2,7,1,1,1,1,1,1,10,4,2,2,1,2,4,6,1,2,2,,생물교육,1,23,4
1,4,5,4,4,4,5,3,1,1,5,2,5,3,4,3,1,7,2,2,1,2,3,2,1,4,1,1,3,4,4,2,2,3,2,3,4,3,2,2,,생물교육,1,23,4
1,2,1,5,4,4,5,3,1,1,1,2,6,5,4,3,4,2,1,2,1,2,3,1,2,1,1,1,1,4,10,2,2,1,2,6,4,1,2,2,,생물교육,1,22,4
1,1,1,4,4,4,4,4,1,1,1,2,6,1,1,3,1,1,1,1,1,2,3,1,1,1,2,1,3,1,18,3,3,1,1,2,5,1,2,2,,생물교육,1,23,4
1,1,6,5,5,5,5,5,2,2,1,2,5,3,3,2,1,4,1,2,10,1,2,1,1,1,1,1,1,3,5,1,1,1,3,1,4,2,2,2,,생물교육,1,24,4
4,3,1,3,3,3,3,3,2,2,2,1,1,2,3,3,6,3,1,2,3,1,5,1,3,2,1,2,1,2,3,2,3,2,1,7,4,2,2,2,,생물교육,1,24,4
1,2,2,1,5,4,4,5,4,1,3,2,4,3,3,2,5,2,4,2,1,2,6,7,1,3,4,1,4,17,1,2,2,1,2,4,3,3,2,2,,생물교육,2,22,4
1,1,1,5,5,4,5,3,1,1,3,2,5,5,4,3,4,2,1,1,1,2,3,8,1,3,1,1,4,1,10,1,1,7,2,3,4,4,2,2,오늘 강의처럼 취업에 관련된 강의를 좀 더 많이 해주었음 좋겠다. 많은 내용을 알게되었다,생물교육,2,22,4
1,1,1,5,5,5,5,4,1,1,3,2,6,5,4,3,4,5,1,2,1,12,3,1,2,3,1,1,1,13,14,3,4,1,2,3,7,4,2,2,,생물교육,2,22,4
2,3,1,1,5,5,5,3,2,4,2,3,5,3,3,2,3,2,4,2,3,4,10,1,2,1,1,3,16,12,10,2,2,2,1,2,7,3,3,2,경제적지원,생물교육,1,25,4
1,1,1,5,4,5,5,4,1,1,1,2,5,3,4,3,4,2,1,1,1,2,3,1,1,1,1,1,1,6,8,2,2,2,5,3,6,7,4,2,"저학년 시기에는 학생들로 하여금 교직외에 여러가지 진로가 있다는 것을 상기시켜 주었으며 3,4학년에는 진로를 결정하고 준비할 수 있도록 여러 정보 제공",생물교육,2,22,4
2,2,6,5,5,2,5,3,1,3,5,1,4,5,3,4,2,2,2,1,2,7,1,1,2,1,1,7,12,10,7,2,2,1,2,6,3,1,1,1,,생물교육,2,21,4
1,2,1,4,3,2,4,3,1,1,3,2,5,2,5,3,4,3,2,3,1,2,7,1,1,2,1,1,8,13,19,2,2,1,2,4,5,1,2,2,4학년이 되어도 진로가 확실한 사람보단 불확실한 사람이 많을텐데 1년밖에 남지 않는 상황에서 이러한 취업지원을 알게 된것이라면 조금 억울할것같습니다. 1학년때부터 알수 있도록 많은 홍보 부탁드립니다.,생물교육,2,21,4
1,2,2,3,4,3,4,4,1,1,5,2,5,3,5,3,4,7,1,2,1,2,7,9,1,3,1,1,13,10,7,2,2,5,1,2,7,2,2,2,4학년에게도 다양한 진로가 열려있음을 보여주는 기회가 제공되었으면 좋겠고 사범대학생들에게 교사가 되기 위한 임용고시 준비이외의 다른 준비를 하는 과정이나 컨퍼런스등에 대한 정보가 제공되었음 좋겠음.,생물교육,1,25,4
5,2,1,3,3,3,3,,2,4,2,3,5,5,3,3,3,7,1,2,3,4,2,1,3,5,1,2,19,12,17,3,3,5,3,5,6,3,1,1,,생물교육,1,24,4
5,2,1,5,4,4,4,3,3,2,4,2,5,5,4,4,2,1,2,1,2,3,1,1,4,4,1,1,7,9,6,2,2,2,5,2,3,4,2,2,,생물교육,2,21,4
1,1,1,5,3,3,4,3,1,1,3,,5,5,3,2,6,2,4,2,2,1,6,4,1,5,1,1,10,12,19,1,1,5,2,3,6,1,1,1,오늘과 같은 짧은 강의 지식 전달이 더 빨리 자주 있었으면 큰 도움이 될듯하다. 사범대생 맞춤 프로그램 제발,생물교육,2,21,4
5,1,1,4,4,4,4,4,1,1,4,,5,3,4,4,3,1,2,1,1,1,4,8,1,1,1,1,14,9,3,1,1,3,6,5,1,1,2,2,프로그램 홍보를 조금 더 적극적으로 해주세요,생물교육,2,21,4
1,2,1,4,4,4,3,4,2,2,,2,3,5,4,4,2,5,5,2,3,2,8,3,1,3,1,2,13,16,7,2,3,5,4,7,1,3,2,2,다양한 진로에 대해 정보 제공,생물교육,1,26,4
1,2,,5,4,3,5,3,1,1,3,5,5,2,4,4,1,1,2,1,2,3,1,3,3,1,1,13,1,4,3,3,4,1,4,7,2,3,2,2,,생물교육,2,22,4
5,5,4,1,5,5,1,5,2,4,,3,5,3,4,3,4,5,1,2,3,4,5,9,1,1,1,2,9,10,17,2,3,4,2,4,6,4,1,1,,생물교육,1,24,4
1,3,6,4,4,4,5,3,3,1,4,6,6,2,5,3,1,7,7,3,1,2,11,1,2,2,1,3,19,12,14,1,2,4,5,6,2,1,2,2,,생물교육,2,21,4
1,2,,5,2,4,4,3,1,1,4,,6,4,3,3,4,1,1,2,1,2,10,1,2,2,1,1,4,13,1,3,3,1,3,2,4,3,2,2,공부할 공간(국고실)마련,생물교육,1,21,4
2,1,,5,5,5,5,5,1,1,3,,5,3,3,2,5,5,8,2,1,2,,1,3,2,1,1,1,2,4,3,3,1,1,2,3,3,2,2,,생물교육,1,25,4
3,3,,3,4,4,3,4,1,3,1,,1,3,3,3,4,2,1,1,1,2,4,1,1,2,1,1,,,,3,3,7,2,1,5,3,2,2,,생물교육,2,22,4
4,4,4,4,5,3,4,4,2,2,,2,5,3,3,3,,2,3,1,10,8,6,2,2,5,1,3,12,9,19,2,3,4,2,7,4,4,3,1,,생물교육,2,21,4
1,2,2,4,4,4,4,3,1,1,3,,5,3,4,3,1,2,2,3,1,2,11,1,2,3,1,1,17,13,1,3,3,1,6,7,4,4,1,1,,지리교육,1,20,2
1,2,,5,3,3,5,5,1,1,1,,1,5,3,4,1,3,1,1,1,2,3,8,3,1,1,1,4,1,5,4,4,1,2,5,7,3,2,2,,지리교육,1,22,2
4,3,,3,4,4,3,4,1,,4,,1,4,3,3,1,1,4,2,1,8,3,1,1,3,1,1,10,1,7,3,3,1,2,1,5,2,1,1,임용고시에 관한 자료를 제공해주고 시험에 도움되는 정보를 제공했으면 좋겠다.,지리교육,1,22,2
1,1,,5,5,5,5,5,1,1,,,6,5,4,3,1,5,1,1,1,2,6,1,1,2,1,1,12,1,5,3,3,3,7,2,3,2,2,2,,지리교육,1,21,3
1,1,6,4,4,4,4,4,1,1,1,,2,2,4,1,1,1,1,1,1,3,4,1,3,2,2,1,1,2,7,2,2,1,4,1,2,3,1,2,임용고사 지원,지리교육,1,23,3
1,1,,5,3,3,5,3,1,1,,,2,3,4,3,1,2,4,2,1,3,2,1,2,1,1,1,1,17,19,3,3,1,5,2,4,1,3,1,,지리교육,1,22,3
1,4,6,4,4,3,4,3,1,1,1,,6,5,4,3,4,2,2,1,1,2,3,1,4,5,1,1,17,,,3,3,1,2,4,1,3,1,1,,지리교육,2,20,3
1,3,3,4,4,4,4,3,3,2,,2,5,5,5,4,1,3,1,1,1,10,7,1,3,3,1,1,1,10,4,3,1,4,7,4,5,1,1,1,,지리교육,1,23,3
1,1,1,4,3,4,3,4,1,1,3,,5,1,1,1,5,1,1,1,1,2,11,1,1,1,2,1,1,5,11,1,2,2,1,4,7,2,1,1,장학금 대폭 향상,지리교육,1,20,3
2,2,,3,4,4,4,3,3,2,,1,1,5,3,3,1,2,1,2,,,,1,3,3,4,3,19,13,10,3,3,6,4,6,5,3,1,1,강사초청,지리교육,2,21,3
1,1,,4,3,3,4,3,1,1,4,,5,3,4,3,5,2,2,2,1,2,7,1,1,3,1,1,1,17,7,3,3,1,2,4,6,3,1,1,,지리교육,1,24,3
5,2,,4,4,4,4,4,1,,4,,1,5,5,3,1,5,7,3,1,3,2,1,2,3,1,1,1,5,8,3,4,1,2,6,3,3,1,1,,지리교육,2,19,3
1,1,,1,2,2,1,1,1,,3,,5,5,1,2,1,1,1,1,1,2,11,1,1,3,1,1,1,3,11,3,2,1,3,7,1,1,2,2,장학금 지원,지리교육,1,21,3
5,2,,3,4,4,3,4,1,1,4,,5,3,4,4,1,4,5,2,1,2,10,3,1,3,1,1,1,19,13,2,2,4,4,7,1,2,2,2,,지리교육,1,21,3
1,1,,4,4,4,4,3,1,1,4,,5,1,4,4,5,3,1,1,1,2,11,1,2,1,1,1,4,19,17,2,2,1,7,4,6,4,2,1,,지리교육,2,20,3
3,3,,4,3,4,4,3,1,1,2,,6,5,5,4,4,5,1,2,1,3,,1,1,3,1,1,1,,,4,4,1,6,2,7,4,1,1,,지리교육,1,,3
6,3,,4,5,3,5,2,1,1,3,,5,1,4,5,4,2,4,2,11,1,2,2,1,4,1,1,19,5,11,2,2,6,2,5,7,5,2,2,경제적 지원,지리교육,1,22,3
1,3,,4,4,4,4,4,1,,3,,1,3,4,3,5,1,1,2,1,2,3,1,2,4,1,1,1,2,17,2,4,1,2,4,3,2,1,2,,지리교육,2,20,3
1,,,4,3,2,5,3,1,1,1,,5,,4,3,6,5,2,,1,3,2,1,1,1,1,3,13,1,14,2,2,3,3,5,4,2,2,1,,지리교육,2,21,4
5,2,,4,4,2,3,3,1,1,1,,5,1,4,3,1,5,1,2,1,2,3,1,1,4,1,2,1,2,9,3,3,4,1,2,3,3,1,1,,지리교육,1,22,4
1,1,,5,5,5,5,5,1,1,1,,5,5,1,1,1,1,1,2,1,2,4,4,2,3,1,1,1,10,12,2,3,3,2,4,7,1,2,2,임용고시 특강을 확대해주세요.,지리교육,2,22,4
5,5,5,1,5,4,5,3,2,2,,7,5,3,5,5,2,2,1,1,4,11,10,3,1,3,1,2,13,15,17,3,4,4,2,3,7,5,2,2,,지리교육,1,23,4
4,2,,4,3,4,5,3,1,1,3,,1,5,5,3,4,5,7,2,1,2,7,9,2,2,1,1,1,13,4,2,4,1,2,5,6,4,2,2,,지리교육,1,26,4
1,1,,5,5,5,5,5,3,,,2,1,5,5,4,1,1,3,2,1,2,3,2,1,3,1,1,1,2,3,4,2,3,1,2,3,4,2,2,,지리교육,2,23,5
2,2,,4,4,3,5,4,3,3,5,,5,3,5,3,1,3,1,1,11,1,6,1,1,3,1,1,19,11,4,2,3,1,7,2,5,3,2,2,동문특강,지리교육,1,25,4
3,3,2,4,5,5,4,4,1,1,2,,1,3,5,3,1,1,1,2,1,2,6,1,1,2,1,1,1,9,2,2,2,1,2,3,4,2,2,2,,지리교육,1,24,4
1,2,,5,4,3,5,4,1,1,3,,5,5,4,3,1,1,1,2,1,2,7,1,1,3,1,1,3,10,17,3,3,1,3,2,5,4,2,2,,지리교육,2,21,4
1,1,,4,5,4,4,4,1,1,6,,2,3,3,2,5,5,2,3,1,2,3,2,2,4,1,1,10,13,17,2,3,1,1,4,3,2,1,1,,지리교육,1,24,4
1,1,,4,4,4,4,4,2,2,,2,5,6,2,3,3,3,5,2,1,2,3,5,2,4,1,1,9,10,18,2,2,1,5,1,6,2,2,2,,지리교육,1,25,4
1,3,,4,4,2,4,4,1,3,3,,5,5,5,2,4,3,1,1,1,3,2,1,1,4,1,1,1,5,13,2,2,1,6,2,7,3,1,1,,지리교육,1,24,4
,,,,,,,,,,1,,5,3,4,3,4,2,4,2,1,2,3,1,3,3,1,1,12,10,19,3,3,3,7,2,3,3,2,2,인터넷 강의 비용 지원,지리교육,2,21,4
1,4,2,5,3,2,5,3,1,1,3,,5,5,4,1,4,2,4,2,1,2,10,4,1,3,3,1,4,13,19,4,5,1,6,1,2,3,3,2,,지리교육,1,25,4
1,2,,5,2,2,4,2,1,1,4,,5,5,4,3,4,2,4,1,1,2,7,1,2,3,1,1,7,17,14,2,2,6,2,4,7,1,2,2,,사회교육,2,22,4
1,1,,5,5,5,5,5,1,1,3,,5,3,3,3,1,1,2,2,1,2,3,1,1,1,2,1,2,10,4,3,3,1,3,4,1,3,1,2,,사회교육,2,22,4
1,3,,4,3,4,4,3,2,2,,6,5,3,4,3,1,2,4,3,5,1,3,4,2,1,4,2,19,10,4,3,3,2,2,7,5,3,2,2,,사회교육,1,25,4
1,2,,4,3,2,4,3,1,1,1,,5,3,3,3,4,5,2,2,1,2,3,3,1,2,1,1,1,6,10,3,2,5,2,5,6,4,2,2,,사회교육,2,22,4
1,1,,5,3,2,5,3,1,1,3,,5,4,3,2,4,5,2,2,1,2,3,1,1,3,1,1,4,11,10,3,2,5,2,1,5,3,2,2,,사회교육,2,22,4
,,,,,,,,,,,,,,,,,,,2,1,3,4,8,2,4,1,1,1,,,2,4,1,2,1,3,4,3,2,,사회교육,2,21,4
5,1,,5,3,3,5,3,1,3,1,,5,5,4,3,5,3,1,3,1,2,3,1,1,3,1,1,4,2,14,1,2,1,6,4,2,2,2,2,,사회교육,1,23,4
5,3,,5,5,2,5,4,1,3,3,,3,3,3,2,4,2,2,1,1,2,4,1,2,3,1,1,4,17,12,2,2,1,6,2,7,1,1,1,,사회교육,2,21,4
6,2,,5,4,4,4,4,1,1,5,,1,5,5,3,4,2,1,2,1,2,6,4,1,5,1,1,19,17,9,1,3,8,2,7,4,3,2,2,인터넷 강의 지원 확대,사회교육,2,22,4
1,2,6,5,5,4,4,5,1,1,3,,1,5,3,3,5,5,1,2,1,3,4,3,2,,1,1,4,17,19,3,4,1,2,3,5,3,2,2,,사회교육,2,22,3
4,1,,4,4,4,4,4,1,1,,,,,,,,,,2,1,2,3,1,2,3,1,1,1,2,3,,,,,,,,,,,사회교육,,,
1,1,,5,4,3,5,4,1,,3,,5,3,4,2,4,1,2,2,1,2,7,4,1,2,1,1,10,9,13,2,2,5,2,3,4,1,2,2,,사회교육,2,21,4
1,3,6,3,4,4,5,4,2,2,,2,5,4,3,5,,2,4,2,5,4,3,9,1,2,1,2,1,3,4,4,4,6,4,1,5,1,1,1,,사회교육,1,23,4
1,2,,5,1,3,5,2,1,1,3,,5,1,5,3,5,2,1,1,1,2,6,1,2,2,1,1,1,4,12,1,1,1,3,2,4,1,1,1,,사회교육,1,23,4
3,3,,4,5,5,4,5,3,,4,2,1,3,5,5,1,4,3,3,1,2,5,1,2,3,1,4,14,9,8,2,3,4,2,5,4,1,2,2,,사회교육,2,22,4
1,1,,5,4,3,5,3,1,1,,,5,5,4,2,4,3,1,2,1,3,2,1,1,3,3,1,2,4,10,3,3,6,2,7,3,4,2,2,,사회교육,2,22,4
1,1,,5,3,3,5,4,1,1,3,,5,5,2,3,1,6,2,2,1,2,7,1,2,2,1,1,9,1,17,2,2,1,3,5,6,1,2,2,기간제 교사 정보 제공,사회교육,2,21,4
1,2,,4,5,5,4,5,1,1,5,,5,4,4,3,1,2,2,1,1,2,3,1,1,1,1,1,19,10,4,2,3,4,2,4,5,2,2,2,,사회교육,2,22,3
1,2,3,5,4,4,4,4,1,1,5,,1,5,2,3,1,7,5,2,2,1,3,1,1,3,4,1,3,7,1,2,2,1,4,2,1,1,2,2,,사회교육,2,23,4
5,3,,3,2,1,4,1,2,,,2,5,1,4,3,3,7,6,2,,,7,1,2,2,1,4,1,19,13,3,3,4,7,4,2,3,1,1,,사회교육,1,24,4
1,2,5,5,4,3,5,4,1,1,3,,5,5,3,2,5,5,2,1,1,2,6,1,1,2,1,1,1,10,8,2,1,1,4,5,7,2,2,2,,사회교육,1,24,4
1,1,,5,3,3,5,5,1,1,3,,5,5,3,3,1,2,2,1,1,2,10,1,1,3,4,1,9,10,14,2,2,2,2,4,6,1,2,2,,사회교육,2,22,4
2,2,,4,4,4,4,4,1,3,5,,5,3,3,3,1,5,1,2,1,3,2,1,2,3,1,1,4,2,12,2,2,1,2,5,6,2,2,2,,사회교육,2,21,4
1,2,6,5,5,5,4,3,1,1,1,5,3,4,2,1,5,2,2,2,1,3,4,1,1,1,1,1,4,1,10,2,2,3,2,4,7,3,1,1,,유아교육,2,18,1
4,3,5,4,4,4,3,4,3,2,2,,1,3,3,3,10,3,1,1,1,3,8,6,1,1,4,1,13,4,1,3,3,1,4,1,2,2,2,2,,유아교육,,,
1,1,,4,4,4,4,4,3,,1,4,5,3,4,3,1,1,2,2,1,6,11,1,1,3,1,1,19,4,17,1,2,5,5,1,2,2,2,1,,유아교육,2,18,1
1,1,,5,4,3,4,4,1,1,1,,5,3,3,2,1,7,1,2,11,6,3,1,1,3,1,1,17,4,3,2,4,1,6,4,1,4,2,2,,유아교육,2,19,1
1,1,,4,4,4,3,2,1,1,3,,5,3,3,4,1,7,1,1,11,6,3,1,1,2,1,1,19,4,17,3,1,,1,6,7,2,1,1,,유아교육,2,18,1
1,1,,5,5,3,5,5,1,1,1,,5,2,4,1,3,1,2,3,11,6,7,1,1,2,1,1,19,12,4,3,3,1,5,2,1,3,2,2,,유아교육,2,18,1
1,3,,3,3,3,3,3,,2,,1,4,1,3,3,1,5,6,1,10,,,1,2,1,1,3,1,10,4,3,3,7,,,,3,1,1,,유아교육,2,21,1
5,1,,5,5,5,5,4,1,1,1,,5,4,4,4,1,5,1,1,1,,,1,1,3,1,1,19,4,8,2,3,3,4,5,7,3,1,1,,유아교육,2,19,1
2,3,,3,5,4,2,5,3,1,4,,1,5,4,4,1,5,1,1,3,8,6,9,1,3,1,1,7,19,3,1,2,3,4,6,7,2,2,2,취업 관련 정보를 제공해주면 좋겠다,유아교육,2,18,1
5,3,,4,3,3,3,3,3,2,6,,5,3,4,3,1,4,3,1,1,2,10,9,2,2,1,1,10,19,8,3,3,3,4,6,5,3,1,1,전공 관련 취업정보제공,유아교육,2,18,1
1,3,,3,4,3,3,4,1,1,2,,5,3,3,4,10,4,1,2,3,4,10,9,3,1,1,2,10,13,12,2,3,1,7,4,2,3,1,1,,유아교육,2,18,1
6,3,,2,5,5,5,4,2,4,,4,1,3,4,4,1,7,1,2,11,3,4,7,1,4,1,4,7,9,4,2,2,6,3,4,7,1,2,2,,유아교육,2,19,1
1,2,,5,4,3,4,3,1,1,4,,5,1,4,3,1,3,1,2,1,3,6,1,1,4,1,1,17,4,12,1,1,1,1,7,3,3,1,1,프로그램 개발 및 지원,유아교육,2,19,1
1,2,3,5,5,5,5,5,1,1,3,,5,4,4,3,2,2,2,2,11,3,6,1,2,2,1,1,1,4,19,2,2,4,1,2,4,2,1,1,,유아교육,2,20,1
1,3,3,4,3,2,4,3,1,1,4,,6,1,4,3,1,5,1,2,1,2,3,1,1,1,4,1,4,17,14,2,2,1,2,6,7,2,2,2,임용고시를 위한 인터넷강의 지원,영어교육,2,18,1
3,3,4,3,5,5,2,4,2,2,,2,5,6,5,4,4,4,5,4,3,6,10,6,2,4,4,2,10,1,4,2,3,3,1,5,6,3,1,1,,영어교육,2,21,3
1,2,3,4,4,5,4,4,1,1,1,,1,6,3,3,1,5,2,1,1,2,3,9,2,4,3,1,1,15,4,2,2,1,1,2,7,2,2,2,,영어교육,2,19,2
1,1,,5,5,5,5,5,1,1,1,5,3,3,1,2,4,7,2,1,3,7,2,1,1,1,4,8,17,2,2,2,2,3,5,1,2,2,2,2,"인터넷강의 지원, 학습공간 마련, 목민관 기숙형 고시원제도 확대, 임용고시대비 특강",영어교육,1,20,2
1,1,,4,4,2,4,4,1,1,3,,5,3,4,3,5,2,4,2,1,2,5,9,1,3,1,1,4,2,6,2,3,1,2,5,1,5,3,2,,영어교육,2,20,3
1,2,,5,4,4,4,4,3,2,6,5,5,5,1,4,5,2,1,4,10,1,5,2,1,5,2,1,1,1,3,4,1,2,2,5,7,1,1,1,,영어교육,2,21,3
1,1,,4,4,2,5,4,1,1,1,,4,3,3,1,2,8,2,1,3,7,2,3,2,1,1,1,15,4,17,1,1,3,1,2,3,3,2,2,,영어교육,2,21,3
1,1,,5,5,5,5,5,1,1,1,,1,5,2,2,1,8,8,1,1,6,3,1,2,4,4,1,17,4,15,1,1,1,3,2,6,3,2,2,원어민 프로그램 운영해주세요.,영어교육,2,22,3
1,1,,5,5,3,5,4,1,3,1,,6,5,4,3,2,1,1,1,1,3,7,2,4,1,1,1,19,17,15,2,2,1,5,4,7,2,1,2,,영어교육,2,21,3
1,2,,4,4,3,4,4,1,1,1,,1,4,4,3,1,5,1,1,1,3,6,1,2,2,1,1,19,17,15,2,2,1,5,4,7,2,2,2,,영어교육,2,22,3
1,1,,5,5,5,5,5,3,2,,6,5,5,5,3,1,3,1,3,1,2,11,1,2,3,1,1,19,1,4,1,1,1,7,4,1,4,1,1,,영어교육,2,22,3
1,1,,5,2,2,5,5,1,1,3,,5,5,3,1,5,3,2,1,2,3,1,2,2,1,1,1,17,7,4,1,1,1,4,2,3,1,2,2,,영어교육,2,21,3
6,1,,4,5,5,5,3,1,3,1,,5,3,4,2,2,1,1,2,1,7,10,1,3,1,1,1,5,18,12,1,3,1,1,2,4,3,2,2,,영어교육,1,24,3
2,4,6,4,4,4,4,4,1,1,1,,1,3,4,3,1,2,4,2,1,4,8,1,1,4,2,1,1,4,19,2,2,1,3,4,5,4,1,1,,영어교육,1,22,3
1,2,6,5,4,4,4,4,1,1,3,,5,5,4,3,9,5,2,3,1,2,3,1,2,2,1,1,1,10,13,2,3,1,5,6,7,2,1,1,,영어교육,2,22,3
2,4,4,2,5,5,2,3,2,4,,2,1,2,3,3,3,2,2,4,1,2,7,2,3,3,2,3,1,2,3,3,3,3,1,2,3,3,2,3,,영어교육,1,19,2
4,1,,4,5,4,4,3,1,1,3,,4,3,4,3,1,8,2,2,1,3,7,1,1,1,1,1,19,1,4,2,2,3,7,1,2,2,1,1,,영어교육,1,19,2
1,1,,5,5,5,5,5,1,1,6,,6,1,4,1,1,8,1,1,1,3,2,1,1,2,1,1,17,19,1,3,3,1,2,4,5,3,2,2,,영어교육,2,19,2
1,2,,4,3,3,4,4,3,1,1,,5,4,4,4,10,5,1,1,1,10,7,1,1,3,1,1,10,17,19,1,2,6,1,7,2,2,1,1,,영어교육,1,20,2
